BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,6850000,4,4.0,2184.207862,173 E 70th St,"New York, NY 10021","173 E 70th StNew York, NY 10021",United States,New York,New York County,New York,East 70th Street,"173 E 70th St, New York, NY 10021, USA",40.7688879,-73.962056,2.994121273027297,3136.1484038097465,,Townhouse
Brokered by Sysak Sells Llc,House for sale,735000,3,2.0,2350.0,3271 Hatting Pl,"Bronx, NY 10465","3271 Hatting PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Hatting Place,"3271 Hatting Pl, Bronx, NY 10465, USA",40.8170494,-73.802331,9.167073946287177,312.7659574468085,,House
Brokered by Laffey Real Estate,Co-op for sale,229999,1,1.0,2184.207862,54-44 Little Neck Pkwy Unit 1C,"Little Neck, NY 11362","54-44 Little Neck Pkwy Unit 1CLittle Neck, NY 11362",New York,Queens County,Queens,Little Neck,5444,"5444 Little Neck Pkwy Apt 1n, Little Neck, NY 11362, USA",40.7670999,-73.7274399,11.165601421117918,105.30087543472087,,Co-op
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,385000,1,1.0,2184.207862,870 W 181st St Apt 4,"New York, NY 10033","870 W 181st St Apt 4New York, NY 10033",New York,New York County,New York,Manhattan,870,"870 W 181st St Apt 4, New York, NY 10033, USA",40.8512338,-73.9412096,8.340236486213742,176.2652752506208,,Co-op
Brokered by Properties Logan Inc,Co-op for sale,458000,2,1.0,2184.207862,35-21 81st St Unit 1C,"Jackson Heights, NY 11372","35-21 81st St Unit 1CJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,35-21,"35-21 81st St #1c, Flushing, NY 11372, USA",40.750966,-73.885177,2.974466479780905,209.68700276567358,,Co-op
Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,3750000,2,2.0,2300.0,45 Crosby St Apt 4S,"New York, NY 10012","45 Crosby St Apt 4SNew York, NY 10012",New York,New York County,New York,Manhattan,45,"45 Crosby St #4s, New York, NY 10012, USA",40.7218174,-73.9985808,3.3717279213553732,1630.4347826086957,,Co-op
Brokered by Weichert Properties,Co-op for sale,3100000,2,2.0,2184.207862,262 Central Park W Unit 14D,"New York, NY 10024","262 Central Park W Unit 14DNew York, NY 10024",New York,New York County,New York,Manhattan,262,"262 Central Park W #14d, New York, NY 10024, USA",40.7857788,-73.9693433,4.208973163298329,1419.2788396803232,,Co-op
Brokered by Brown Harris Stevens,Co-op for sale,595000,3,1.0,2184.207862,19 E 73rd St Unit Medical,"Manhattan, NY 10021","19 E 73rd St Unit MedicalManhattan, NY 10021",United States,New York,New York County,New York,East 73rd Street,"19 E 73rd St, New York, NY 10021, USA",40.7728688,-73.9653065,3.316888318192415,272.4099708418685,,Co-op
Brokered by Corcoran East Side,Co-op for sale,470000,2,1.0,2184.207862,33-64 21st St Apt 5D,"Queens, NY 11106","33-64 21st St Apt 5DQueens, NY 11106",New York,Queens County,Queens,Long Island City,33-64,"33-64 21st St #5b, Long Island City, NY 11106, USA",40.7633448,-73.9346195,2.2620160750118337,215.18098537088773,,Co-op
"Brokered by Robert DeFalco Realty, Inc.",House for sale,399999,2,1.0,1056.0,123 Roe St,"Staten Island, NY 10310","123 Roe StStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Roe Street,"123 Roe St, Staten Island, NY 10310, USA",40.6309242,-74.1212547,11.934711663536905,378.7869318181818,,House
Brokered by Keller Williams Realty Group,House for sale,599000,4,2.0,1665.0,740 E 242nd St,"Bronx, NY 10470","740 E 242nd StBronx, NY 10470",United States,New York,Bronx County,The Bronx,East 242nd Street,"740 E 242nd St, Bronx, NY 10470, USA",40.9052119,-73.8481704,12.894513265300565,359.75975975975973,,House
Brokered by COMPASS,Condo for sale,18950000,4,4.0,5075.0,27 Wooster St Unit 7A,"Manhattan, NY 10013","27 Wooster St Unit 7AManhattan, NY 10013",New York,New York County,New York,Manhattan,27,"27 Wooster St #7a, New York, NY 10013, USA",40.7219635,-74.0033414,3.6155159525408993,3733.9901477832514,,Condo
Brokered by TURFNYC LLC,Condo for sale,2300000,2,2.0,1035.0,108 W 75th St Apt 3,"New York, NY 10023","108 W 75th St Apt 3New York, NY 10023",New York,New York County,New York,Manhattan,108,"108 W 75th St Apartment 3, New York, NY 10023, USA",40.779437,-73.97814,4.052495341344291,2222.222222222222,,Condo
Brokered by COMPASS,Co-op for sale,420000,1,1.0,2184.207862,311 E 25th St Apt 6G,"Manhattan, NY 10010","311 E 25th St Apt 6GManhattan, NY 10010",New York,New York County,New York,Manhattan,311,"311 E 25th St #6b, New York, NY 10010, USA",40.7389643,-73.9791144,2.368370111555125,192.28939118249542,Manhattan,Co-op
"Brokered by Robert Defalco Realty, Inc.",Multi-family home for sale,1459000,5,4.0,3500.0,11 Torrice Loop,"Staten Island, NY 10309","11 Torrice LoopStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Torrice Loop,"11 Torrice Lp, Staten Island, NY 10309, USA",40.521212,-74.230732,21.20010959100054,416.85714285714283,Staten Island,Multi-family
Brokered by LoHo Realty Inc,Co-op for sale,499000,1,1.0,2184.207862,575 Grand St Apt E203,"New York City, NY 10002","575 Grand St Apt E203New York City, NY 10002",United States,New York,New York County,New York,Grand Street,"575 Grand St, New York, NY 10002, USA",40.7135079,-73.9794056,2.5970370622922028,228.45811000015527,,Co-op
Brokered by Houlihan Lawrence Commercial,Condo for sale,510000,2,2.0,972.0,112 Sunset Blvd Unit 11112,"Bronx, NY 10473","112 Sunset Blvd Unit 11112Bronx, NY 10473",United States,New York,Bronx County,The Bronx,Sunset Boulevard,"112 Sunset Blvd, Bronx, NY 10473, USA",40.806756,-73.853097,6.793966369871394,524.6913580246913,,Condo
Brokered by Douglas Elliman  -111 Fifth Ave,Condo for sale,825000,2,2.0,1001.0,234 W 148th St Apt 6A,"New York, NY 10039","234 W 148th St Apt 6ANew York, NY 10039",New York,New York County,New York,Manhattan,234,"234 W 148th St #6a, New York, NY 10039, USA",40.8241865,-73.939702,6.469793253960018,824.1758241758242,,Condo
Brokered by YOUR HOME SOLD GUARANTEED REALTY,House for sale,1150000,3,2.0,1352.0,84 W 197th St,"Bronx, NY 10468","84 W 197th StBronx, NY 10468",United States,New York,Bronx County,The Bronx,West 197th Street,"84 W 197th St, Bronx, NY 10468, USA",40.871637,-73.8984353,9.932478671233321,850.5917159763313,,House
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Condo for sale,6895000,2,2.0,2114.0,217 W 57th St Apt 35F,"New York, NY 10019","217 W 57th St Apt 35FNew York, NY 10019",New York,New York County,New York,Manhattan,217,"217 W 57th St #35a, New York, NY 10019, USA",40.7663935,-73.9809909,3.4420189023796555,3261.58940397351,,Condo
Brokered by Brown Harris Stevens- 3531 Johnson Avenue,Co-op for sale,165000,1,1.0,750.0,5614 Netherland Ave Apt 4B,"Bronx, NY 10471","5614 Netherland Ave Apt 4BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5614,"5614 Netherland Ave #4b, Bronx, NY 10471, USA",40.9047804,-73.9057444,12.132590368035515,220.0,,Co-op
"Brokered by Robert DeFalco Realty, Inc.",House for sale,874900,3,4.0,1500.0,42 Greenway Ave,"Staten Island, NY 10314","42 Greenway AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Greenway Avenue,"42 Greenway Ave, Staten Island, NY 10314, USA",40.5891334,-74.1468153,14.782752861187095,583.2666666666667,,House
Brokered by EXP Realty,Multi-family home for sale,1499999,8,6.0,2184.207862,191 Wyckoff Ave,"Brooklyn, NY 11237","191 Wyckoff AveBrooklyn, NY 11237",United States,New York,Kings County,Brooklyn,Wyckoff Avenue,"191 Wyckoff Ave, Brooklyn, NY 11237, USA",40.7028149,-73.9165356,2.155907091410694,686.7473678198855,Brooklyn,Multi-family
Brokered by Corcoran Westside Columbus,Co-op for sale,245000,1,1.0,863.0,3245 Perry Ave Apt 6C,"Bronx, NY 10467","3245 Perry Ave Apt 6CBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3245,"3245 Perry Ave #6c, Bronx, NY 10467, USA",40.8758111,-73.8765929,10.490992532225007,283.8933951332561,,Co-op
Brokered by RE MAX Real Estate Professionals,Condo for sale,565000,1,1.0,804.0,1721 W 6th St Apt 4B,"Brooklyn, NY 11223","1721 W 6th St Apt 4BBrooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,1721,"1721 W 6th St #4b, Brooklyn, NY 11223, USA",40.6053887,-73.9787595,8.947591235090895,702.7363184079602,,Condo
Brokered by Brown Harris Stevens,Co-op for sale,1950000,3,2.0,1265.0,1270 Fifth Ave Unit 2T,"Manhattan, NY 10029","1270 Fifth Ave Unit 2TManhattan, NY 10029",New York,New York County,New York,Manhattan,1270,"1270 5th Ave Apt 2s, New York, NY 10029, USA",40.7957847,-73.9498024,4.567200123059918,1541.501976284585,,Co-op
Brokered by Real Broker NY LLC,Multi-family home for sale,699000,2,3.0,2184.207862,1735 Pacific St,"Crown Heights, NY 11213","1735 Pacific StCrown Heights, NY 11213",United States,New York,Kings County,Brooklyn,Pacific Street,"1735 Pacific St, Brooklyn, NY 11213, USA",40.6769065,-73.9327329,3.712921458898964,320.0244867537245,Brooklyn,Multi-family
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Co-op for sale,1200000,1,1.0,1120.0,274 Water St Apt 1F,"New York, NY 10038","274 Water St Apt 1FNew York, NY 10038",New York,New York County,New York,Manhattan,274,"274 Water St #1f, New York, NY 10038, USA",40.7088594,-74.001287,3.770984551850439,1071.4285714285713,,Co-op
Brokered by Bold Realty Corp,House for sale,1425000,5,4.0,2184.207862,138-51 63rd Ave,"Flushing, NY 11367","138-51 63rd AveFlushing, NY 11367",United States,New York,Queens County,Queens,63rd Avenue,"138-51 63rd Ave, Flushing, NY 11367, USA",40.7399679,-73.826261,5.742201519670224,652.4104343691808,,House
Brokered by Keystone Realty USA Corp,Multi-family home for sale,1595000,9,6.0,4420.0,1040 Herkimer St,"Stuyvesant Heights, NY 11233","1040 Herkimer StStuyvesant Heights, NY 11233",United States,New York,Kings County,Brooklyn,Herkimer Street,"1040 Herkimer St, Brooklyn, NY 11233, USA",40.6777679,-73.9189779,3.7491467107766403,360.85972850678735,Brooklyn,Multi-family
Brokered by RE MAX Elite,Multi-family home for sale,1495000,3,6.0,5148.0,2024 Bay Ridge Ave,"Brooklyn, NY 11204","2024 Bay Ridge AveBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,Bay Ridge Avenue,"2024 Bay Ridge Ave, Brooklyn, NY 11204, USA",40.6137576,-73.9878002,8.530679703183285,290.4040404040404,,Multi-family
Brokered by Corcoran Park Avenue South,Multi-family home for sale,2375000,4,4.0,2184.207862,679 18th St,"Brooklyn, NY 11218","679 18th StBrooklyn, NY 11218",United States,New York,Kings County,Brooklyn,18th Street,"679 18th St, Brooklyn, NY 11218, USA",40.6537775,-73.9770686,5.743129990663508,1087.3507239486348,Brooklyn,Multi-family
Brokered by Elite Home Sales Inc,House for sale,1248000,4,2.0,2450.0,3007 Avenue S,"Brooklyn, NY 11229","3007 Avenue SBrooklyn, NY 11229",11229,United States,New York,Kings County,Avenue S,"3007 Ave. S, Brooklyn, NY 11229, USA",40.6056129,-73.9396751,8.639685745945767,509.38775510204084,,House
"Brokered by Ll Real Estate Services, Llc",Co-op for sale,399000,1,1.0,675.0,4489 Broadway Apt 5B,"New York, NY 10040","4489 Broadway Apt 5BNew York, NY 10040",New York,New York County,New York,Manhattan,4489,"4489 Broadway #5b, New York, NY 10040, USA",40.8581217,-73.9322431,8.811701839937692,591.1111111111111,,Co-op
Brokered by Industrie Residential,Co-op for sale,4895000,4,2.0,3594.0,35 E 12th St Unit 2AB,"New York, NY 10003","35 E 12th St Unit 2ABNew York, NY 10003",New York,New York County,New York,Manhattan,35,"35 E 12th St #2a, New York, NY 10003, USA",40.7338734,-73.9921219,2.986598540550457,1361.9922092376182,,Co-op
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,475000,3,1.0,2184.207862,535 E 72nd St Apt 5B,"Manhattan, NY 10021","535 E 72nd St Apt 5BManhattan, NY 10021",New York,New York County,New York,Manhattan,535,"535 E 72nd St #5b, New York, NY 10021, USA",40.7662222,-73.9516342,2.605907139050442,217.47014478972696,Manhattan,Co-op
Brokered by Corcoran East Side,Co-op for sale,11175000,4,6.0,3841.0,1228 Madison Ave Apt 10,"New York, NY 10128","1228 Madison Ave Apt 10New York, NY 10128",New York,New York County,New York,Manhattan,1228,"1228 Madison Ave #10, New York, NY 10128, USA",40.7825765,-73.9578338,3.7802577305378957,2909.3985941161154,,Co-op
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,825000,2,2.0,2184.207862,150 W 55th St # 6C,"New York, NY 10019","150 W 55th St # 6CNew York, NY 10019",New York,New York County,New York,Manhattan,150,"150 W 55th St #6c, New York, NY 10019, USA",40.7636334,-73.9803004,3.2816575417933826,377.71130410847314,,Co-op
Brokered by Madison Estates Sotheby's International Realty,Multi-family home for sale,1849000,6,3.0,3001.0,219 16th St,"Brooklyn, NY 11215","219 16th StBrooklyn, NY 11215",United States,New York,Kings County,Brooklyn,16th Street,"219 16th St, Brooklyn, NY 11215, USA",40.6648195,-73.9891783,5.35226183468999,616.1279573475508,Brooklyn,Multi-family
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,699000,1,1.0,700.0,12 W 72nd St Apt 7H,"New York, NY 10023","12 W 72nd St Apt 7HNew York, NY 10023",New York,New York County,New York,Manhattan,12,"12 W 72nd St #7h, New York, NY 10023, USA",40.776434,-73.9771489,3.8517195175825316,998.5714285714286,,Co-op
Brokered by RE/MAX Town & Country,Condo for sale,320000,2,1.0,802.0,1705 Purdy St Apt 9G,"Bronx, NY 10462","1705 Purdy St Apt 9GBronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,1705,"1705 Purdy St #9g, Bronx, NY 10462, USA",40.840912,-73.8545918,8.711186820183874,399.00249376558605,,Condo
Brokered by COMPASS,Co-op for sale,525000,1,1.0,2184.207862,1160 3rd Ave Apt 3D,"Manhattan, NY 10065","1160 3rd Ave Apt 3DManhattan, NY 10065",New York,New York County,New York,Manhattan,1160,"1160 3rd Ave #3d, New York, NY 10065, USA",40.7670221,-73.9628426,2.901173072596568,240.36173897811926,,Co-op
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,650000,2,2.0,2184.207862,435 E 57th St Apt 11C,"Manhattan, NY 10022","435 E 57th St Apt 11CManhattan, NY 10022",New York,New York County,New York,Manhattan,435,"435 E 57th St Apt 11a, New York, NY 10022, USA",40.7581185,-73.9620574,2.36283889346596,297.59072444910004,Manhattan,Co-op
Brokered by Corcoran East Side,Co-op for sale,1650000,1,1.0,2184.207862,170 E 78th St Apt 3C,"New York, NY 10075","170 E 78th St Apt 3CNew York, NY 10075",New York,New York County,New York,Manhattan,170,"170 E 78th St #3c, New York, NY 10075, USA",40.7737439,-73.9586221,3.2217604464363623,755.4226082169463,,Co-op
"Brokered by Nest Seekers International, Long Island",Co-op for sale,1425000,2,2.0,2184.207862,340 E 80th St Apt 17D,"New York, NY 10075","340 E 80th St Apt 17DNew York, NY 10075",New York,New York County,New York,Manhattan,340,"340 E 80th St #17d, New York, NY 10075, USA",40.7730858,-73.9528703,3.076455601955369,652.4104343691808,,Co-op
Brokered by Century Homes Realty Group LLC,Condo for sale,418000,1,1.0,684.0,120-17 Cove Ct Unit 91B,"College Point, NY 11356","120-17 Cove Ct Unit 91BCollege Point, NY 11356",New York,Queens County,Queens,College Point,120-17,"120-17 Cove Ct #91, College Point, NY 11356, USA",40.7946644,-73.8473931,6.381523129220865,611.1111111111111,,Condo
Brokered by 5 Boro Realty Corp,Multi-family home for sale,1399000,8,6.0,3448.0,1238 E 72nd St,"Brooklyn, NY 11234","1238 E 72nd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 72nd Street,"1238 E 72nd St, Brooklyn, NY 11234, USA",40.6255774,-73.913355,7.347196171495817,405.7424593967517,Brooklyn,Multi-family
"Brokered by Robert DeFalco Realty, Inc.",House for sale,339000,2,1.0,700.0,31 Center Pl,"Staten Island, NY 10306","31 Center PlStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Center Place,"31 Center Pl, Staten Island, NY 10306, USA",40.5633004,-74.1004012,14.443093497496692,484.2857142857143,Staten Island,House
Brokered by Corcoran Park Slope,Co-op for sale,400000,1,1.0,2184.207862,21-55 34th Ave Apt 15B,"Queens, NY 11106","21-55 34th Ave Apt 15BQueens, NY 11106",New York,Queens County,Queens,Astoria,21-55,"21-55 34th Ave #15b, Astoria, NY 11106, USA",40.762146,-73.9318948,2.1859845845697508,183.1327535071385,,Co-op
Brokered by qvtopservice,House for sale,699000,3,1.0,4000.0,188-28 114th Dr,"Saint Albans, NY 11412","188-28 114th DrSaint Albans, NY 11412",United States,New York,Queens County,Queens,114th Drive,"188-28 114th Dr, Jamaica, NY 11412, USA",40.6969277,-73.7655056,9.188983980730756,174.75,,House
Brokered by Martini Real Estate - Martini Real Estate,Condo for sale,1325000,2,2.0,2184.207862,40 W 55th St Apt 8D,"New York, NY 10019","40 W 55th St Apt 8DNew York, NY 10019",New York,New York County,New York,Manhattan,40,"40 W 55th St #8d, New York, NY 10019, USA",40.7622732,-73.9767193,3.0822396043480516,606.6272459923963,,Condo
Brokered by COMPASS,Condo for sale,1750000,6,3.0,3364.0,1184 Nostrand Ave,"Brooklyn, NY 11225","1184 Nostrand AveBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Nostrand Avenue,"1184 Nostrand Ave., Brooklyn, NY 11225, USA",40.6585715,-73.9507462,5.043268136343474,520.2140309155767,Brooklyn,Condo
Brokered by Awaye Realty,Multi-family home for sale,2100000,3,3.0,2000.0,155 W 9th St,"Brooklyn, NY 11231","155 W 9th StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,West 9th Street,"155 W 9th St, Brooklyn, NY 11231, USA",40.6756187,-74.0002793,5.103147944056475,1050.0,Brooklyn,Multi-family
Brokered by Douglas Elliman - Bayside,Co-op for sale,205900,1,1.0,750.0,125-10 Queens Blvd Unit 821,"Kew Gardens, NY 11415","125-10 Queens Blvd Unit 821Kew Gardens, NY 11415",New York,Queens County,The Bronx,Kew Gardens,125,"125 Queens Blvd # 10, Bronx, NY 10452, USA",40.7119297,-73.826361,5.845912894198664,274.53333333333336,,Co-op
"Brokered by Behfar Team, Llc",Co-op for sale,265000,1,1.0,765.0,1250 Ocean Pkwy Apt 2C,"Brooklyn, NY 11230","1250 Ocean Pkwy Apt 2CBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1250,"1250 Ocean Pkwy #2c, Brooklyn, NY 11230, USA",40.6180698,-73.9699744,7.98603252426429,346.4052287581699,,Co-op
Brokered by Douglas Elliman - Merrick,Co-op for sale,169999,1,1.0,2184.207862,153-25 88th St Unit 2F,"Howard Beach, NY 11414","153-25 88th St Unit 2FHoward Beach, NY 11414",New York,Queens County,Queens,Howard Beach,153-25,"153-25 88th St #2f, Howard Beach, NY 11414, USA",40.6661012,-73.8471882,6.414242731206291,77.8309624086501,,Co-op
Brokered by Keller Williams Realty NYC Grp,House for sale,775000,3,1.0,1696.0,1217 Fairfax Ave,"Bronx, NY 10465","1217 Fairfax AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Fairfax Avenue,"1217 Fairfax Ave, Bronx, NY 10465, USA",40.8377397,-73.8241472,9.411175408650168,456.95754716981133,Bronx,House
Brokered by RE MAX Real Estate Professionals,House for sale,685000,4,2.0,2269.0,263 Richmond Hill Rd,"Staten Island, NY 10314","263 Richmond Hill RdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Richmond Hill Road,"263 Richmond Hill Rd, Staten Island, NY 10314, USA",40.5849183,-74.1599388,15.49342371187647,301.89510797708243,,House
Brokered by Accomplish Realty Llc,Multi-family home for sale,1245000,7,6.0,2184.207862,32-13 112th St,"East Elmhurst, NY 11369","32-13 112th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,112th Street,"32-13 112th St, East Elmhurst, NY 11369, USA",40.7591289,-73.8579008,4.502666818997237,570.0006952909686,,Multi-family
Brokered by Sotheby's International Realty - Downtown Manhattan,Co-op for sale,795000,1,1.0,2184.207862,363 E 76th St Apt 14M,"New York, NY 10021","363 E 76th St Apt 14MNew York, NY 10021",New York,New York County,New York,Manhattan,363,"363 E 76th St #14b, New York, NY 10021, USA",40.7707242,-73.9542132,2.944168086037074,363.97634759543774,,Co-op
Brokered by The Bouklis Group - The Bouklis Group Astoria,Condo for sale,445000,3,1.0,402.0,25-74 34th St Unit 1C,"Astoria, NY 11103","25-74 34th St Unit 1CAstoria, NY 11103",New York,Queens County,Queens,Long Island City,25-74,"25-74 34th St #1c, Long Island City, NY 11103, USA",40.7680157,-73.9174508,2.7471714141700714,1106.9651741293533,,Condo
Brokered by CENTURY 21 Homefront,Co-op for sale,399000,2,1.0,960.0,464 Neptune Ave Apt 2C,"Brooklyn, NY 11224","464 Neptune Ave Apt 2CBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,464,"464 Neptune Ave #2c, Brooklyn, NY 11224, USA",40.5792324,-73.9713245,10.62893254061982,415.625,,Co-op
Brokered by Excellent Realty Llc,Multi-family home for sale,1990000,6,5.0,2150.0,204-18 46 Ave,"Bayside, NY 11361","204-18 46 AveBayside, NY 11361",United States,New York,Queens County,Queens,46th Avenue,"204-18 46th Ave, Bayside, NY 11361, USA",40.7557556,-73.7774071,8.443134157100102,925.5813953488372,,Multi-family
Brokered by Brown Harris Stevens,Co-op for sale,529000,2,1.0,2184.207862,100 Overlook Terrace Ter Unit 312,"Manhattan, NY 10040","100 Overlook Terrace Ter Unit 312Manhattan, NY 10040",New York,New York County,New York,Manhattan,100,"100 Overlook Terrace Apt 312, New York, NY 10040, USA",40.8558902,-73.9351781,8.656122614115677,242.19306651319064,,Co-op
