BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Distance,PRICE_BY_SQFT,Borough,House_Type
Brokered by COMPASS,Co-op for sale,319000,3,1.0,2184.207862,36 W 138th St Apt 51,"Manhattan, NY 10037","36 W 138th St Apt 51Manhattan, NY 10037",New York,New York County,New York,Manhattan,36,"36 W 138th St #51, New York, NY 10037, USA",40.8153009,-73.9380717,5.853513986820098,146.04837092194293,,Co-op
Brokered by True Homes Inc,Multi-family home for sale,1300000,6,3.0,2184.207862,1309 E 56th St,"Brooklyn, NY 11234","1309 E 56th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 56th Street,"1309 E 56th St, Brooklyn, NY 11234, USA",40.6236835,-73.9213087,7.423978446365807,595.1814488982001,Brooklyn,Multi-family
Brokered by Fillmore Real Estate,Multi-family home for sale,729000,3,3.0,1800.0,8424 Glenwood Rd,"Brooklyn, NY 11236","8424 Glenwood RdBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,Glenwood Road,"8424 Glenwood Rd, Brooklyn, NY 11236, USA",40.6391205,-73.9112362,6.445299600944172,405.0,Brooklyn,Multi-family
Brokered by Real Broker Llc,Condo for sale,425000,2,2.0,800.0,3240 Netherland Ave Apt 6A,"Bronx, NY 10463","3240 Netherland Ave Apt 6ABronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,3240,"3240 Netherland Ave #6a, Bronx, NY 10463, USA",40.8848915,-73.9110436,10.734797455008234,531.25,,Condo
Brokered by Corcoran West Side Gallery,Co-op for sale,399000,1,1.0,2184.207862,521 E 81st St Apt 4C,"New York, NY 10028","521 E 81st St Apt 4CNew York, NY 10028",New York,New York County,New York,Manhattan,521,"521 E 81st St #4c, New York, NY 10028, USA",40.7723985,-73.9482206,2.966177511316019,182.67492162337064,Manhattan,Co-op
Brokered by Corcoran Brooklyn Heights,Co-op for sale,625000,3,1.0,652.0,28 Old Fulton St Apt 6M,"Brooklyn, NY 11201","28 Old Fulton St Apt 6MBrooklyn, NY 11201",Kings County,Brooklyn,Brooklyn Heights,Old Fulton Street,Eagle Warehouse & Storage Company,"Eagle Warehouse & Storage Company, 28 Old Fulton St #6m, Brooklyn, NY 11201, USA",40.702334,-73.9937463,3.63374955678105,958.5889570552147,,Co-op
Brokered by Mjr Real Estate Llc,Co-op for sale,269000,1,1.0,700.0,97-37 63 Rd Unit 5F,"Rego Park, NY 11374","97-37 63 Rd Unit 5FRego Park, NY 11374",New York,Queens County,Queens,Rego Park,97-37,"97-37 63rd Rd #5f, Rego Park, NY 11374, USA",40.7318958,-73.8599645,3.9423819475524566,384.2857142857143,Brooklyn,Co-op
Brokered by UNITED NATIONAL REALTY,Condo for sale,449000,2,2.0,1440.0,1722 Forest Hill Rd,"Staten Island, NY 10314","1722 Forest Hill RdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Forest Hill Road,"1722 Forest Hill Rd, Staten Island, NY 10314, USA",40.580134,-74.154154,15.484501032880031,311.80555555555554,,Condo
Brokered by Keystone Realty USA Corp,Multi-family home for sale,699000,8,5.0,2300.0,1998 Clinton Ave,"Bronx, NY 10457","1998 Clinton AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Clinton Avenue,"1998 Clinton Ave, Bronx, NY 10457, USA",40.8460907,-73.8887912,8.340851538758624,303.9130434782609,,Multi-family
Brokered by COMPASS,Co-op for sale,550000,3,2.0,1250.0,2041 5th Ave Apt 2B,"Manhattan, NY 10035","2041 5th Ave Apt 2BManhattan, NY 10035",New York,New York County,New York,Manhattan,2041,"2041 5th Ave #2b, New York, NY 10027, USA",40.8071957,-73.941821,5.302806668181669,440.0,,Co-op
"Brokered by Homes R Us Realty of NY, Inc.",Townhouse for sale,799900,3,2.3738608579684373,2058.0,25 Flagship Cir,"Staten Island, NY 10309","25 Flagship CirStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Flagship Circle,"25 Flagship Cir, Staten Island, NY 10309, USA",40.5147701,-74.2022363,20.45635941312308,388.6783284742468,,Townhouse
Brokered by RE MAX Edge,House for sale,758000,3,1.0,1200.0,86 Bay 46th St,"Brooklyn, NY 11214","86 Bay 46th StBrooklyn, NY 11214",11214,United States,New York,Kings County,Bay 46th Street,"86 Bay 46th St, Brooklyn, NY 11214, USA",40.5908794,-73.9865956,10.022740202396344,631.6666666666666,,House
"Brokered by Century 21 Amiable Realty Group II, Inc.",House for sale,829000,4,2.0,1680.0,159-31 80th St,"Howard Beach, NY 11414","159-31 80th StHoward Beach, NY 11414",United States,New York,Queens County,Queens,80th Street,"159-31 80th St, Jamaica, NY 11414, USA",40.6565796,-73.8516349,6.734098197426559,493.45238095238096,,House
Brokered by Ilite Realty Inc,Condo for sale,789000,2,2.0,1230.0,40 Oceana Dr W Unit 1C,"Brooklyn, NY 11235","40 Oceana Dr W Unit 1CBrooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40,"40 Oceana Dr W #1c, Brooklyn, NY 11235, USA",40.577533,-73.958513,10.64682733425047,641.4634146341464,,Condo
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,24990000,7,6.0,8500.0,6 Sutton Sq,"New York, NY 10022","6 Sutton SqNew York, NY 10022",United States,New York,New York County,New York,Sutton Square,"6 Sutton Square, New York, NY 10022, USA",40.7577238,-73.9597924,2.271844805578426,2940.0,Manhattan,Townhouse
Brokered by Corcoran Brooklyn Heights,House for sale,2250000,6,4.0,2184.207862,144 Nassau Ave,"Brooklyn, NY 11222","144 Nassau AveBrooklyn, NY 11222",United States,New York,Kings County,Brooklyn,Nassau Avenue,"144 Nassau Ave, Brooklyn, NY 11222, USA",40.7246592,-73.9475691,0.7652923329716785,1030.121738477654,,House
Brokered by COMPASS,Co-op for sale,359000,1,1.0,2184.207862,229 E 81st St Unit Gh,"Manhattan, NY 10028","229 E 81st St Unit GhManhattan, NY 10028",United States,New York,New York County,New York,East 81st Street,"229 E 81st St, New York, NY 10028, USA",40.7751786,-73.9550168,3.2487171694661976,164.3616462726568,,Co-op
Brokered by RE MAX Real Estate Professionals,House for sale,1439000,6,4.0,1440.0,1019 58th St,"Brooklyn, NY 11219","1019 58th StBrooklyn, NY 11219",United States,New York,Kings County,Brooklyn,58th Street,"1019 58th St, Brooklyn, NY 11219, USA",40.6337561,-74.003307,7.583028621652291,999.3055555555555,Brooklyn,House
Brokered by Exit Realty DKC,Multi-family home for sale,1050000,7,4.0,3280.0,1135 Croes Ave,"Bronx, NY 10472","1135 Croes AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Croes Avenue,"1135 Croes Ave, Bronx, NY 10472, USA",40.8282228,-73.8706372,7.544078285568845,320.1219512195122,,Multi-family
Brokered by Exp Realty,Co-op for sale,134500,3,1.0,503.0,601 Kappock St Apt 1G,"Bronx, NY 10463","601 Kappock St Apt 1GBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,601,"601 Kappock St #1g, Bronx, NY 10463, USA",40.8789773,-73.916004,10.300561808643016,267.3956262425447,,Co-op
Brokered by Sotheby's International Realty - Downtown Manhattan,Townhouse for sale,11900000,6,2.3738608579684373,9075.0,328 W 108th St,"New York, NY 10025","328 W 108th StNew York, NY 10025",United States,New York,New York County,New York,West 108th Street,"328 W 108th St, New York, NY 10025, USA",40.8032028,-73.9687464,5.313340565913726,1311.2947658402204,,Townhouse
Brokered by Sowae Corp,House for sale,270000,4,2.0,2000.0,2417 Cambreleng Ave,"Bronx, NY 10458","2417 Cambreleng AveBronx, NY 10458",United States,New York,Bronx County,The Bronx,Cambreleng Avenue,"2417 Cambreleng Ave, Bronx, NY 10458, USA",40.8550515,-73.8852304,8.98734995969671,135.0,,House
Brokered by Key Impact Realty Group Inc,Multi-family home for sale,2280000,6,5.0,2184.207862,137-06 Oak Ave,"Flushing, NY 11355","137-06 Oak AveFlushing, NY 11355",United States,New York,Queens County,Queens,Oak Avenue,"137-06 Oak Ave, Flushing, NY 11355, USA",40.7472951,-73.8164494,6.324975719063348,1043.8566949906894,,Multi-family
Brokered by Voro Llc,Co-op for sale,278999,1,1.0,2184.207862,5811 251st St Unit Upper,"Little Neck, NY 11362","5811 251st St Unit UpperLittle Neck, NY 11362",United States,New York,Queens County,Queens,251st Street,"58- 11 251st St, Little Neck, NY 11362, USA",40.7601741,-73.728329,11.022187498333325,127.73463773934533,,Co-op
Brokered by Sowae Corp,Multi-family home for sale,625000,5,2.0,2184.207862,371 Kosciuszko St,"Brooklyn, NY 11221","371 Kosciuszko StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Kosciuszko Street,"371 Kosciuszko St, Brooklyn, NY 11221, USA",40.6921071,-73.9400823,2.6723740239552862,286.14492735490387,Brooklyn,Multi-family
Brokered by American Homes Group,House for sale,529000,3,2.0,1150.0,1524 Castleton Ave,"Staten Island, NY 10302","1524 Castleton AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Castleton Avenue,"1524 Castleton Ave, Staten Island, NY 10302, USA",40.635324,-74.133679,12.306458467105793,460.0,,House
Brokered by Corcoran Park Slope,Townhouse for sale,1050000,4,1.0,2184.207862,1023 Union St,"Brooklyn, NY 11225","1023 Union StBrooklyn, NY 11225",United States,New York,Kings County,Brooklyn,Union Street,"1023 Union St, Brooklyn, NY 11225, USA",40.6701878,-73.9595284,4.364347964238834,480.7234779562385,Brooklyn,Townhouse
Brokered by COMPASS,Co-op for sale,225000,3,1.0,2184.207862,11 St Nicholas Ave Unit 4D,"Manhattan, NY 10026","11 St Nicholas Ave Unit 4DManhattan, NY 10026",New York,New York County,New York,Manhattan,11,"11 St Nicholas Ave #4b, New York, NY 10026, USA",40.7992319,-73.9526079,4.827676334442271,103.0121738477654,,Co-op
Brokered by Stonegate Real Estate,Townhouse for sale,1049000,3,1.0,1224.0,67101 Dartmouth St,"Forest Hills, NY 11375","67101 Dartmouth StForest Hills, NY 11375",United States,New York,Queens County,Queens,Dartmouth Street,"67-101 Dartmouth St, Flushing, NY 11375, USA",40.7207542,-73.8537801,4.319556522606309,857.0261437908497,Brooklyn,Townhouse
Brokered by Century Homes Realty Group LLC,Co-op for sale,259000,1,1.0,2184.207862,37-30 73 St Unit 1H,"Jackson Heights, NY 11372","37-30 73 St Unit 1HJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,3730,"3730 73rd St Apt 1h, Jackson Heights, NY 11372, USA",40.7488599,-73.8926999,2.559327322342003,118.57845789587218,,Co-op
Brokered by Coldwell Banker Kueber Realty,House for sale,599000,3,2.0,2184.207862,425 Snediker Ave,"Brooklyn, NY 11207","425 Snediker AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Snediker Avenue,"425 Snediker Ave, Brooklyn, NY 11207, USA",40.6645719,-73.8995034,4.931984697964911,274.2412983769399,Brooklyn,House
Brokered by Coldwell Banker Warburg,Condo for sale,3595000,3,3.0,1862.0,475 Greenwich St Apt 2A,"New York, NY 10013","475 Greenwich St Apt 2ANew York, NY 10013",New York,New York County,New York,Manhattan,475,"475 Greenwich St #2a, New York, NY 10013, USA",40.7241961,-74.0091487,3.8951245462095367,1930.719656283566,,Condo
Brokered by Keller Williams Realty Liberty,Multi-family home for sale,998000,6,3.0,1872.0,59-38 Linden St,"Ridgewood, NY 11385","59-38 Linden StRidgewood, NY 11385",United States,New York,Queens County,Queens,Linden Street,"59-38 Linden St, Flushing, NY 11385, USA",40.7086372,-73.9026067,2.2859673125107185,533.1196581196581,Brooklyn,Multi-family
Brokered by TOP NEST INC,Multi-family home for sale,889000,6,2.0,2280.0,1349 Herschell St,"Bronx, NY 10461","1349 Herschell StBronx, NY 10461",United States,New York,Bronx County,The Bronx,Herschell Street,"1349 Herschell St, Bronx, NY 10461, USA",40.8368581,-73.8449273,8.730250937120427,389.9122807017544,,Multi-family
Brokered by Corcoran Park Slope,House for sale,825000,2,2.0,1820.0,1666 73rd St,"Brooklyn, NY 11204","1666 73rd StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,73rd Street,"1666 73rd St, Brooklyn, NY 11204, USA",40.6163169,-73.9981652,8.557748515830356,453.2967032967033,,House
Brokered by JOSK REALTY LLC,Multi-family home for sale,599999,6,2.0,3490.0,919 Crescent St,"Brooklyn, NY 11208","919 Crescent StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crescent Street,"919 Crescent St., Brooklyn, NY 11208, USA",40.6649303,-73.8670719,5.774645963709609,171.91948424068767,Brooklyn,Multi-family
Brokered by Corcoran East Side,Townhouse for sale,10999000,5,7.0,2184.207862,132 W 81st St,"New York, NY 10024","132 W 81st StNew York, NY 10024",United States,New York,New York County,New York,West 81st Street,"132 W 81st St, New York, NY 10024, USA",40.7836212,-73.9759437,4.237181148524427,5035.692889562541,,Townhouse
Brokered by TREBACH REALTY INC,House for sale,2750000,4,2.3738608579684373,2184.207862,4570 Delafield Ave,"Bronx, NY 10471","4570 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Delafield Avenue,"4570 Delafield Ave, Bronx, NY 10471, USA",40.8930548,-73.9067416,11.32249884239687,1259.037680361577,,House
Brokered by BHHS Fillmore R.E.,House for sale,649000,3,2.0,1064.0,2051 E 73rd St,"Brooklyn, NY 11234","2051 E 73rd StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 73rd Street,"2051 E 73rd St, Brooklyn, NY 11234, USA",40.6215026,-73.9066372,7.686250520666427,609.9624060150376,Brooklyn,House
Brokered by Howard Hanna | Rand Realty,Multi-family home for sale,989000,8,5.0,3960.0,3535 Ely Ave,"Bronx, NY 10466","3535 Ely AveBronx, NY 10466",United States,New York,Bronx County,The Bronx,Ely Avenue,"3535 Ely Ave, Bronx, NY 10466, USA",40.8807579,-73.8418489,11.466653571242633,249.74747474747474,,Multi-family
Brokered by Promise Realty LLC,Condo for sale,357000,3,1.0,1100.0,5 Metropolitan Oval Apt 10F,"Bronx, NY 10462","5 Metropolitan Oval Apt 10FBronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,5,"5 Metropolitan Oval #10f, Bronx, NY 10462, USA",40.8389829,-73.8601515,8.455859510036982,324.54545454545456,,Condo
"Brokered by LandSeAir Real Estate Group, Inc - Bronx Little Italy Office",Co-op for sale,119888,1,1.0,2184.207862,112-50 Northern Blvd Unit 5E,"Corona, NY 11368","112-50 Northern Blvd Unit 5ECorona, NY 11368",New York,Queens County,Queens,Corona,112-50,"112-50 Northern Blvd #5e, Corona, NY 11368, USA",40.7582228,-73.8559216,4.569582598301704,54.88854888115955,,Co-op
Brokered by Joyce Realty,Multi-family home for sale,1099999,4,2.0,2185.0,3186 Tierney Pl,"Bronx, NY 10465","3186 Tierney PlBronx, NY 10465",United States,New York,Bronx County,The Bronx,Tierney Place,"3186 Tierney Pl, Bronx, NY 10465, USA",40.8135939,-73.8019007,9.030866647853383,503.4320366132723,,Multi-family
Brokered by Daniel Gale Sotheby's International Realty,House for sale,749000,2,1.0,2184.207862,164-30 77th Rd,"Fresh Meadows, NY 11366","164-30 77th RdFresh Meadows, NY 11366",United States,New York,Queens County,Queens,77th Road,"164-30 77th Rd, Flushing, NY 11366, USA",40.7236718,-73.8030548,6.9380688116158735,342.9160809421168,,House
Brokered by Robert Defalco Realty Inc.,Multi-family home for sale,589999,4,2.0,1680.0,393 Heberton Ave,"Staten Island, NY 10302","393 Heberton AveStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Heberton Avenue,"393 Heberton Ave, Staten Island, NY 10302, USA",40.6314894,-74.1348461,12.501577456905036,351.189880952381,,Multi-family
Brokered by COMPASS,Multi-family home for sale,6995000,20,20.0,12492.0,76 Irving Pl,"Manhattan, NY 10003","76 Irving PlManhattan, NY 10003",United States,New York,New York County,New York,Irving Place,"76 Irving Pl, New York, NY 10003, USA",40.7368035,-73.9864789,2.71648224804749,559.9583733589498,,Multi-family
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,22500000,5,6.0,8725.0,10 E 64th St,"New York, NY 10065","10 E 64th StNew York, NY 10065",United States,New York,New York County,New York,East 64th Street,"10 E 64th St, New York, NY 10065, USA",40.7669348,-73.9701575,3.1047472339101487,2578.7965616045844,,Townhouse
Brokered by Homefinders of SI Inc.,House for sale,749000,3,2.0,1332.0,206 Watchogue Rd,"Staten Island, NY 10314","206 Watchogue RdStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Watchogue Road,"206 Watchogue Rd, Staten Island, NY 10314, USA",40.6155772,-74.1364517,13.204200216899254,562.3123123123123,,House
Brokered by Exp Realty,Condo for sale,499000,3,2.0,1156.0,86-10 Dumont Ave Unit 5C,"Ozone Park, NY 11417","86-10 Dumont Ave Unit 5COzone Park, NY 11417",New York,Queens County,Queens,Ozone Park,86-10,"86-10 Dumont Ave #5c, Ozone Park, NY 11417, USA",40.6726721,-73.8496745,6.009567314867685,431.66089965397924,,Condo
Brokered by RUMIC Realty Inc,House for sale,859000,3,3.0,2184.207862,100-03 205th Pl,"Hollis, NY 11423","100-03 205th PlHollis, NY 11423",United States,New York,Queens County,Queens,205th Place,"100-03 205th Pl, Jamaica, NY 11423, USA",40.71176,-73.753743,9.593187644843333,393.2775881565799,,House
Brokered by BROOKLYN`S 4 U REALTY,House for sale,899000,3,2.0,1324.0,2277 National Dr,"Brooklyn, NY 11234","2277 National DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,National Drive,"2277 National Dr, Brooklyn, NY 11234, USA",40.6055237,-73.9143161,8.712025657512333,679.0030211480363,,House
Brokered by Bright Horizons Realty Inc,Co-op for sale,315000,2,1.0,850.0,5640 Avenue T Unit 84F,"Brooklyn, NY 11234","5640 Avenue T Unit 84FBrooklyn, NY 11234",New York,Kings County,Brooklyn,Mill Basin,5640,"5640 Avenue T #84, Brooklyn, NY 11234, USA",40.6142504,-73.9196974,8.080924342283156,370.5882352941176,,Co-op
"Brokered by Robert Defalco Realty, Inc.",House for sale,1999999,5,2.3738608579684373,5301.0,220 Douglas Rd,"Staten Island, NY 10304","220 Douglas RdStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Douglas Road,"220 Douglas Rd, Staten Island, NY 10301, USA",40.6071393,-74.097086,12.029959398862458,377.28711563855876,Staten Island,House
Brokered by Exp Realty,House for sale,950000,4,3.0,1746.0,104-02 223rd St,"Queens Village, NY 11429","104-02 223rd StQueens Village, NY 11429",United States,New York,Queens County,Queens,223rd Street,"104-02 223rd St, Jamaica, NY 11429, USA",40.7107548,-73.7320869,10.72657597545926,544.1008018327606,,House
Brokered by COMPASS,Townhouse for sale,13950000,6,6.0,6798.0,135 E 19th St,"Manhattan, NY 10003","135 E 19th StManhattan, NY 10003",United States,New York,New York County,New York,East 19th Street,"135 E 19th St, New York, NY 10003, USA",40.736891,-73.985669,2.6755890985038966,2052.0741394527804,,Townhouse
Brokered by Sovereign Realty Of Ny Inc,House for sale,1399000,5,3.0,3375.0,91-09 165th Ave,"Howard Beach, NY 11414","91-09 165th AveHoward Beach, NY 11414",United States,New York,Queens County,Queens,165th Avenue,"91-09 165th Ave, Jamaica, NY 11414, USA",40.6491159,-73.8389887,7.558765832453266,414.51851851851853,,House
Brokered by COMPASS,Condo for sale,595000,3,1.0,660.0,55 Wall St Apt 714,"Manhattan, NY 10005","55 Wall St Apt 714Manhattan, NY 10005",New York,New York County,New York,Manhattan,55,"55 Wall St APT 714, New York, NY 10005, USA",40.7059312,-74.0093393,4.238471744205587,901.5151515151515,Manhattan,Condo
Brokered by TALK OF THE TOWN REALTY C,House for sale,1618000,5,2.0,2200.0,2247 E 66th St,"Brooklyn, NY 11234","2247 E 66th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 66th Street,"2247 E 66th St, Brooklyn, NY 11234, USA",40.6148883,-73.9078973,8.123078447750865,735.4545454545455,,House
Brokered by Ben Bay Realty Company of Staten Island LLC,Multi-family home for sale,1100000,3,2.0,1928.0,307 Ellis St,"Staten Island, NY 10307","307 Ellis StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Ellis Street,"307 Ellis St, Staten Island, NY 10307, USA",40.5142085,-74.2505102,22.29190826041731,570.5394190871369,,Multi-family
Brokered by COMPASS,Townhouse for sale,3995000,8,8.0,5046.0,322 W 104th St,"Manhattan, NY 10025","322 W 104th StManhattan, NY 10025",United States,New York,New York County,New York,West 104th Street,"322 W 104th St, New York, NY 10025, USA",40.80059,-73.97071,5.179210276882324,791.7162108600872,,Townhouse
Brokered by Century 21 Realty First,Co-op for sale,659000,1,1.0,440.0,202 Baltic St Unit 1,"Brooklyn, NY 11201","202 Baltic St Unit 1Brooklyn, NY 11201",New York,Kings County,Brooklyn,Cobble Hill,202,"202 Baltic St # 1, Brooklyn, NY 11201, USA",40.6867525,-73.996485,4.412674729864469,1497.7272727272727,Brooklyn,Co-op
Brokered by Century Homes Realty Group LLC,Multi-family home for sale,1099000,6,3.0,2018.0,58-15 Granger St,"Corona, NY 11368","58-15 Granger StCorona, NY 11368",United States,New York,Queens County,Queens,Granger Street,"58-15 Granger St, Flushing, NY 11368, USA",40.7385519,-73.8545527,4.260010335542909,544.5986124876115,,Multi-family
Brokered by YourHomeSold Guarantee Realty,Condo for sale,319000,2,2.0,1102.0,135 Sunset Blvd Unit 10135,"Bronx, NY 10473","135 Sunset Blvd Unit 10135Bronx, NY 10473",United States,New York,Bronx County,The Bronx,Sunset Boulevard,"135 Sunset Blvd, Bronx, NY 10473, USA",40.806951,-73.853401,6.79436324223578,289.4736842105263,,Condo
Brokered by Exp Realty,Multi-family home for sale,999000,9,3.0,3168.0,1670 Nelson Ave,"Bronx, NY 10453","1670 Nelson AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Nelson Avenue,"1670 Nelson Ave, Bronx, NY 10453, USA",40.8474641,-73.9177608,8.125552294280572,315.34090909090907,Manhattan,Multi-family
Brokered by Legacy Estate Realty,Co-op for sale,398000,3,2.0,1571.0,170-40 Highland Ave Unit 107,"Jamaica, NY 11432","170-40 Highland Ave Unit 107Jamaica, NY 11432",New York,Queens County,Queens,Jamaica,17040,"17040 Highland Ave Apt 107, Jamaica, NY 11432, USA",40.7125699,-73.79318,7.542866799137935,253.34182049649905,,Co-op
Brokered by New Heights Realty,Co-op for sale,249000,3,1.0,500.0,100 Park Terrace Ter W Unit 1H,"New York, NY 10034","100 Park Terrace Ter W Unit 1HNew York, NY 10034",New York,New York County,New York,Manhattan,100,"100 Park Terrace W #1h, New York, NY 10034, USA",40.8717961,-73.916064,9.806559907853556,498.0,,Co-op
Brokered by B Square Realty,Multi-family home for sale,1299000,3,2.0,2648.0,149-19 46th Ave,"Flushing, NY 11355","149-19 46th AveFlushing, NY 11355",United States,New York,Queens County,Queens,46th Avenue,"149-19 46th Ave, Flushing, NY 11355, USA",40.7544269,-73.8114185,6.687679666668549,490.55891238670694,,Multi-family
"Brokered by Nest Seekers International, Midtown",Townhouse for sale,8950000,3,6.0,6336.0,209 E 31st St,"New York, NY 10016","209 E 31st StNew York, NY 10016",United States,New York,New York County,New York,East 31st Street,"209 E 31st St, New York, NY 10016, USA",40.7437415,-73.978774,2.453010897723307,1412.5631313131314,,Townhouse
Brokered by Jaymore Realty Llc,House for sale,750000,5,3.0,1500.0,13035 146th St,"South Ozone Park, NY 11436","13035 146th StSouth Ozone Park, NY 11436",United States,New York,Queens County,Queens,146th Street,"130-35 146th St, Jamaica, NY 11436, USA",40.6693291,-73.7924388,8.595607750303026,500.0,,House
Brokered by COMPASS,Multi-family home for sale,1100000,5,3.0,1916.0,1720 E 51st St,"Brooklyn, NY 11234","1720 E 51st StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 51st Street,"1720 E 51st St, Brooklyn, NY 11234, USA",40.6183626,-73.9260392,7.770611352244469,574.1127348643006,,Multi-family
"Brokered by Robert Defalco Realty, Inc.",House for sale,1275000,3,4.0,2380.0,47 Brookside Loop,"Staten Island, NY 10309","47 Brookside LoopStaten Island, NY 10309",United States,New York,Richmond County,Staten Island,Brookside Loop,"47 Brookside Lp, Staten Island, NY 10309, USA",40.5393625,-74.214287,19.715162386992766,535.7142857142857,,House
Brokered by RELIABLE SELL & BUY REALTY INC,House for sale,689000,2,2.0,750.0,2848 Brighton 4th St,"Brooklyn, NY 11235","2848 Brighton 4th StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Brighton 4th Street,"2848 Brighton 4th St, Brooklyn, NY 11235, USA",40.5817208,-73.9645608,10.401520730121433,918.6666666666666,,House
Brokered by Exp Realty,Co-op for sale,320000,1,1.0,2184.207862,2 Dartmouth St Apt M28,"Forest Hills, NY 11375","2 Dartmouth St Apt M28Forest Hills, NY 11375",United States,New York,Queens County,Queens,Dartmouth Street,"2 Dartmouth St, Forest Hills, NY 11375, USA",40.7192438,-73.8499268,4.535863255831123,146.50620280571079,Brooklyn,Co-op
Brokered by Brown Harris Stevens,Townhouse for sale,3995000,5,6.0,2184.207862,37 Prospect Pl Unit Townhouse,"Brooklyn, NY 11217","37 Prospect Pl Unit TownhouseBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,Prospect Place,"37 Prospect Pl, Brooklyn, NY 11217, USA",40.6799381,-73.9764616,4.113303647683514,1829.0383756525457,Brooklyn,Townhouse
Brokered by Prestige Homes Ny Inc,Multi-family home for sale,1399000,6,5.0,2500.0,128-17 143rd St,"Jamaica, NY 11436","128-17 143rd StJamaica, NY 11436",United States,New York,Queens County,Queens,143rd Street,"128-17 143rd St, Jamaica, NY 11436, USA",40.6717866,-73.7955639,8.369654989252973,559.6,,Multi-family
Brokered by Cross Country Realty,House for sale,395000,2,2.0,1089.0,111 Sunset Blvd,"Bronx, NY 10473","111 Sunset BlvdBronx, NY 10473",United States,New York,Bronx County,The Bronx,Sunset Boulevard,"111 Sunset Blvd, Bronx, NY 10473, USA",40.807051,-73.853819,6.785971649234109,362.71808999081725,,House
Brokered by COMPASS,House for sale,1250000,4,2.0,2273.0,5037 Fieldston Rd,"Bronx, NY 10471","5037 Fieldston RdBronx, NY 10471",United States,New York,Bronx County,The Bronx,Fieldston Road,"5037 Fieldston Rd, Bronx, NY 10471, USA",40.8976524,-73.9019402,11.67228115102135,549.9340079190497,,House
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,719000,3,2.0,1440.0,110-11 72nd Ave Unit 4B,"Forest Hills, NY 11375","110-11 72nd Ave Unit 4BForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,110-11,"110-11 72nd Ave #4b, Forest Hills, NY 11375, USA",40.721289,-73.8403901,5.00823469759086,499.30555555555554,Brooklyn,Co-op
Brokered by EXIT REALTY PRIVATE CLIENT,Multi-family home for sale,795000,3,4.0,1171.0,3121 Corlear Ave,"Bronx, NY 10463","3121 Corlear AveBronx, NY 10463",United States,New York,Bronx County,The Bronx,Corlear Avenue,"3121 Corlear Ave, Bronx, NY 10463, USA",40.8809803,-73.9074446,10.490917373080645,678.9069171648164,,Multi-family
Brokered by Cypress Estates Realty LLC,Multi-family home for sale,1175000,6,5.0,2184.207862,115-11 142nd St,"Jamaica, NY 11436","115-11 142nd StJamaica, NY 11436",United States,New York,Queens County,Queens,142nd Street,"115-11 142nd St, Jamaica, NY 11436, USA",40.6820237,-73.800217,7.8285950226791705,537.9524634272193,,Multi-family
